Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                                 269             Dodge::Entity::~Entity() <cycle 1> [175]
-----------------------------------------------
                0.00    0.00    2937/2937        Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::~Quadtree() [168]
[179]    0.0    0.00    0.00    2937         std::vector<std::unique_ptr<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry, std::default_delete<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry> >, std::allocator<std::unique_ptr<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry, std::default_delete<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry> > > >::~vector() [179]
                0.00    0.00    3434/358838      Dodge::Polygon::~Polygon() [51]
                0.00    0.00    3421/1786931     boost::detail::shared_count::~shared_count() <cycle 1> [108]
-----------------------------------------------
                                  27             Zombie::~Zombie() <cycle 1> [574]
[180]    0.0    0.00    0.00      27         Zombie::~Zombie() <cycle 1> [180]
                0.00    0.00      81/2061        Dodge::EventManager::unregisterCallback(long, Functor<void, TypeList<Dodge::EEvent*, NullType> > const&) [120]
                0.00    0.00      28/3637        Dodge::EntityAnimations::~EntityAnimations() [105]
                0.00    0.00     109/358838      Dodge::Polygon::~Polygon() [51]
                0.00    0.00      83/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00      82/293         MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, Zombie*, void (Zombie::*)(Dodge::EEvent*)>::~MemFunHandler() [516]
                0.00    0.00      28/3648        Item::~Item() [461]
                0.00    0.00      27/3646        std::_Rb_tree<long, std::pair<long const, boost::shared_ptr<Dodge::Transformation> >, std::_Select1st<std::pair<long const, boost::shared_ptr<Dodge::Transformation> > >, std::less<long>, std::allocator<std::pair<long const, boost::shared_ptr<Dodge::Transformation> > > >::_M_erase(std::_Rb_tree_node<std::pair<long const, boost::shared_ptr<Dodge::Transformation> > >*) [462]
                                  28             Dodge::Entity::~Entity() <cycle 1> [175]
-----------------------------------------------
                0.00    0.00       4/27133       Dodge::EventManager::clear() [283]
                0.00    0.00   27129/27133       Dodge::EventManager::doEvents() [7]
[181]    0.0    0.00    0.00   27133         Dodge::EEntityTranslation::~EEntityTranslation() [181]
                0.00    0.00   27136/1786931     boost::detail::shared_count::~shared_count() <cycle 1> [108]
                0.00    0.00   26981/87279       Dodge::EEvent::operator delete(void*, unsigned int) [414]
-----------------------------------------------
                0.00    0.00      21/21          CSprite::assignData(Dodge::XmlNode) [184]
[182]    0.0    0.00    0.00      21         Item::assignData(Dodge::XmlNode) [182]
                0.00    0.00      21/21          Dodge::Entity::assignData(Dodge::XmlNode) [183]
-----------------------------------------------
                0.00    0.00      21/21          Item::assignData(Dodge::XmlNode) [182]
[183]    0.0    0.00    0.00      21         Dodge::Entity::assignData(Dodge::XmlNode) [183]
                0.00    0.00      21/26740       Dodge::Entity::translate(float, float) [11]
                0.00    0.00      21/459         Dodge::Entity::rotate(float, Dodge::Vec2f const&) [162]
                0.00    0.00      42/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00      21/611         Dodge::Entity::recomputeBoundary() [211]
                0.00    0.00     125/437         Dodge::XmlAttribute::name() const [502]
                0.00    0.00      83/4207        Dodge::XmlAttribute::getFloat() const [453]
                0.00    0.00      42/42          Dodge::Entity::setSilent(bool) [568]
                0.00    0.00      21/382         Dodge::XmlNode::name() const [507]
-----------------------------------------------
                0.00    0.00      21/21          Application::constructAsset(Dodge::XmlNode) [22]
[184]    0.0    0.00    0.00      21         CSprite::assignData(Dodge::XmlNode) [184]
                0.00    0.00      21/21          Item::assignData(Dodge::XmlNode) [182]
-----------------------------------------------
                0.00    0.00       1/49          CreditsMenu::CreditsMenu(Dodge::XmlNode) [97]
                0.00    0.00       1/49          Exit::Exit(Dodge::XmlNode) [245]
                0.00    0.00       1/49          GameOptionsMenu::GameOptionsMenu(Dodge::XmlNode) [95]
                0.00    0.00       1/49          Mine::Mine(Dodge::XmlNode) [249]
                0.00    0.00       1/49          NumericTile::NumericTile(Dodge::XmlNode) [248]
                0.00    0.00       1/49          PauseMenu::PauseMenu(Dodge::XmlNode) [100]
                0.00    0.00       1/49          Player::Player(Dodge::XmlNode) [235]
                0.00    0.00       1/49          Soil::Soil(Dodge::XmlNode) [247]
                0.00    0.00       1/49          SettingsMenu::SettingsMenu(Dodge::XmlNode) [98]
                0.00    0.00       1/49          StartMenu::StartMenu(Dodge::XmlNode) [99]
                0.00    0.00       1/49          Throwable::Throwable(Dodge::XmlNode) [250]
                0.00    0.00       1/49          Zombie::Zombie(Dodge::XmlNode) [238]
                0.00    0.00       1/49          Dodge::TextEntity::TextEntity(Dodge::XmlNode) [252]
                0.00    0.00       2/49          Clouds::Clouds(Dodge::XmlNode) [237]
                0.00    0.00       2/49          Collectable::Collectable(Dodge::XmlNode) [236]
                0.00    0.00       2/49          Counter::Counter(Dodge::XmlNode) [242]
                0.00    0.00       6/49          Dodge::UiButton::UiButton(Dodge::XmlNode) [163]
                0.00    0.00      10/49          CSprite::CSprite(Dodge::XmlNode) [208]
                0.00    0.00      14/49          MenuItem::MenuItem(Dodge::XmlNode) [149]
[185]    0.0    0.00    0.00      49         Dodge::Entity::Entity(Dodge::XmlNode) [185]
                0.00    0.00      49/459         Dodge::Entity::rotate(float, Dodge::Vec2f const&) [162]
                0.00    0.00      49/49          Dodge::Entity::scale(float, float) [210]
                0.00    0.00      18/34          Dodge::Entity::setParent(Dodge::Entity*) [206]
                0.00    0.00      49/7383        Dodge::Range::Range() [144]
                0.00    0.00      31/31          Dodge::ShapeFactory::create(Dodge::XmlNode) const [244]
                0.00    0.00      98/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00      49/611         Dodge::Entity::recomputeBoundary() [211]
                0.00    0.00      54/1786931     boost::detail::shared_count::~shared_count() <cycle 1> [108]
                0.00    0.00     361/382         Dodge::XmlNode::name() const [507]
                0.00    0.00     312/437         Dodge::XmlAttribute::name() const [502]
                0.00    0.00     227/227         Dodge::XmlNode::nextSibling() const [525]
                0.00    0.00     196/4207        Dodge::XmlAttribute::getFloat() const [453]
                0.00    0.00      98/699         Dodge::Colour::Colour(Dodge::XmlNode) [496]
                0.00    0.00      49/484         Dodge::Vec2f::Vec2f(Dodge::XmlNode) [501]
                0.00    0.00      49/93          Dodge::XmlNode::getInt() const [547]
                0.00    0.00      18/195         Dodge::XmlAttribute::getLong() const [530]
                0.00    0.00      18/184         Dodge::AssetManager::getAssetPointer(long) const [533]
                0.00    0.00      18/341         boost::shared_ptr<Dodge::Entity> boost::dynamic_pointer_cast<Dodge::Entity, Dodge::Asset>(boost::shared_ptr<Dodge::Asset> const&) [508]
-----------------------------------------------
                0.00    0.00     120/390         PauseMenu::update() [207]
                0.00    0.00     270/390         StartMenu::update() [192]
[186]    0.0    0.00    0.00     390         Menu::update() [186]
                0.00    0.00    1705/1705        Dodge::UiButton::update() [193]
                0.00    0.00     390/3026334     Dodge::Sprite::update() [9]
                0.00    0.00     390/3028532     Dodge::EntityAnimations::update() [41]
                0.00    0.00    1703/1703        MenuItem::update() [483]
-----------------------------------------------
                0.00    0.00      15/3651        Dodge::Entity::Entity(long) [251]
                0.00    0.00    3636/3651        Dodge::Entity::Entity(Dodge::Entity const&) [130]
[187]    0.0    0.00    0.00    3651         Dodge::Entity::generateName() [187]
                0.00    0.00    3639/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00    3634/3634        Dodge::Entity::getLineWidth() const [464]
-----------------------------------------------
                0.00    0.00     120/390         PauseMenu::draw() const [209]
                0.00    0.00     270/390         StartMenu::draw() const [196]
[188]    0.0    0.00    0.00     390         Menu::draw() const [188]
                0.00    0.00    2095/3055522     Dodge::EntityAnimations::draw() const [8]
                0.00    0.00    2097/3002117     Dodge::Sprite::draw() const [395]
                0.00    0.00    1706/1706        MenuItem::draw() const [482]
-----------------------------------------------
                0.00    0.00      88/88          Collectable::clone() const [190]
[189]    0.0    0.00    0.00      88         Collectable::Collectable(Collectable const&) [189]
                0.00    0.00      90/3629        Dodge::Entity::Entity(Dodge::Entity const&) [130]
                0.00    0.00      87/3639        Dodge::Sprite::Sprite(Dodge::Sprite const&) [138]
                0.00    0.00      89/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00      87/3615        Item::Item(Item const&) [466]
-----------------------------------------------
                0.00    0.00      88/88          covariant return thunk to Collectable::clone() const [191]
[190]    0.0    0.00    0.00      88         Collectable::clone() const [190]
                0.00    0.00      88/88          Collectable::Collectable(Collectable const&) [189]
-----------------------------------------------
                0.00    0.00      87/87          Application::populateMap(Dodge::EEvent*) [30]
[191]    0.0    0.00    0.00      87         covariant return thunk to Collectable::clone() const [191]
                0.00    0.00      88/88          Collectable::clone() const [190]
-----------------------------------------------
                0.00    0.00     270/270         GameLogic::start() [2]
[192]    0.0    0.00    0.00     270         StartMenu::update() [192]
                0.00    0.00     270/390         Menu::update() [186]
                0.00    0.00     269/3026334     Dodge::Sprite::update() [9]
                0.00    0.00     270/3028532     Dodge::EntityAnimations::update() [41]
                0.00    0.00       1/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00     270/22299       Dodge::EntityTransformations::numActiveTransformations() const [428]
                0.00    0.00     269/195058      CSprite::update() [404]
                0.00    0.00       1/271         Dodge::Transformation::play() [519]
                0.00    0.00       1/273         Dodge::EntityTransformations::playTransformation(long) [517]
-----------------------------------------------
                0.00    0.00    1705/1705        Menu::update() [186]
[193]    0.0    0.00    0.00    1705         Dodge::UiButton::update() [193]
                0.00    0.00    1707/3026334     Dodge::Sprite::update() [9]
                0.00    0.00    1706/3028532     Dodge::EntityAnimations::update() [41]
                0.00    0.00       3/3           MemFunHandler<Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, NullType> >, Menu*, void (Menu::*)(boost::shared_ptr<Dodge::Entity>)>::operator()(boost::shared_ptr<Dodge::Entity>) const [291]
                0.00    0.00       3/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00    1708/1708        Dodge::EntityUi::update() [480]
                0.00    0.00    1707/1707        Dodge::EntityAnimations::getAnimState() const [481]
                0.00    0.00      47/5086        Dodge::Animation::play(bool) [451]
                0.00    0.00      47/30312       Dodge::EntityAnimations::playAnimation(long, bool) [424]
                0.00    0.00       8/8           FunctorHandler<Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, NullType> >, void (*)(boost::shared_ptr<Dodge::Entity>)>::operator()(boost::shared_ptr<Dodge::Entity>) const [653]
                0.00    0.00       8/24          Dodge::EntityAnimations::hasAnimation(long) const [591]
-----------------------------------------------
                                  90             Collectable::~Collectable() <cycle 1> [550]
[194]    0.0    0.00    0.00      90         Collectable::~Collectable() <cycle 1> [194]
                0.00    0.00      90/3637        Dodge::EntityAnimations::~EntityAnimations() [105]
                0.00    0.00      91/3648        Item::~Item() [461]
                0.00    0.00      89/3646        std::_Rb_tree<long, std::pair<long const, boost::shared_ptr<Dodge::Transformation> >, std::_Select1st<std::pair<long const, boost::shared_ptr<Dodge::Transformation> > >, std::less<long>, std::allocator<std::pair<long const, boost::shared_ptr<Dodge::Transformation> > > >::_M_erase(std::_Rb_tree_node<std::pair<long const, boost::shared_ptr<Dodge::Transformation> > >*) [462]
                0.00    0.00       1/15          boost::detail::sp_counted_impl_p<Dodge::Texture>::~sp_counted_impl_p() [620]
                0.00    0.00       1/1540923     boost::detail::sp_counted_base::destroy() [397]
                                  92             Dodge::Entity::~Entity() <cycle 1> [175]
-----------------------------------------------
                0.00    0.00       1/1           GameOptionsMenu::GameOptionsMenu(Dodge::XmlNode) [95]
[195]    0.0    0.00    0.00       1         GameOptionsMenu::init() [195]
                0.00    0.00      12/26740       Dodge::Entity::translate(float, float) [11]
                0.00    0.00      12/34          Dodge::Entity::setParent(Dodge::Entity*) [206]
                0.00    0.00      12/16          Dodge::TextEntity::TextEntity(long, boost::shared_ptr<Dodge::Font>, std::string const&, Dodge::Vec2f const&) [246]
                0.00    0.00      12/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00       1/3           ProgressBar::ProgressBar(Dodge::Colour const&, Dodge::Vec2f const&, Dodge::Vec2f const&) [269]
                0.00    0.00      54/1786931     boost::detail::shared_count::~shared_count() <cycle 1> [108]
                0.00    0.00       1/1           ProgressBar::setValue(float) [311]
                0.00    0.00      12/16          Dodge::TextEntity::setZ(int) [312]
                0.00    0.00       2/11          Dodge::UiButton::onGainFocus() [327]
                0.00    0.00      12/25          Dodge::TextEntity::setFillColour(Dodge::Colour const&) [589]
                0.00    0.00      12/435         Dodge::Entity::addChild(boost::shared_ptr<Dodge::Entity>) [504]
                0.00    0.00       2/13          Dodge::EntityUi::setFocus(bool) [629]
                0.00    0.00       2/6           Dodge::UiButton::removeActivationKey(int) [673]
                0.00    0.00       2/6           Dodge::UiButton::addActivationKey(int) [672]
                0.00    0.00       2/8           GameOptionsMenu::onMenuItemActivate(boost::shared_ptr<MenuItem>) [646]
                0.00    0.00       2/2           MemFunHandler<Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, NullType> >, GameOptionsMenu*, void (GameOptionsMenu::*)(boost::shared_ptr<Dodge::Entity>)>::clone() const [724]
                0.00    0.00       2/22          FunctorHandler<Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, NullType> >, void (*)(boost::shared_ptr<Dodge::Entity>)>::~FunctorHandler() [592]
                0.00    0.00       2/2           MemFunHandler<Functor<void, TypeList<boost::shared_ptr<Dodge::Entity>, NullType> >, GameOptionsMenu*, void (GameOptionsMenu::*)(boost::shared_ptr<Dodge::Entity>)>::~MemFunHandler() [711]
-----------------------------------------------
                0.00    0.00     270/270         GameLogic::draw() const [5]
[196]    0.0    0.00    0.00     270         StartMenu::draw() const [196]
                0.00    0.00     270/390         Menu::draw() const [188]
-----------------------------------------------
                0.00    0.00      27/27          covariant return thunk to Zombie::clone() const [198]
[197]    0.0    0.00    0.00      27         Zombie::clone() const [197]
                0.00    0.00      26/26          Zombie::Zombie(Zombie const&) [199]
-----------------------------------------------
                0.00    0.00      27/27          Application::populateMap(Dodge::EEvent*) [30]
[198]    0.0    0.00    0.00      27         covariant return thunk to Zombie::clone() const [198]
                0.00    0.00      27/27          Zombie::clone() const [197]
-----------------------------------------------
                0.00    0.00      26/26          Zombie::clone() const [197]
[199]    0.0    0.00    0.00      26         Zombie::Zombie(Zombie const&) [199]
                0.00    0.00     107/23326       Dodge::Quad::operator=(Dodge::Quad const&) [86]
                0.00    0.00     106/115         Dodge::Quad::Quad() [225]
                0.00    0.00      25/3629        Dodge::Entity::Entity(Dodge::Entity const&) [130]
                0.00    0.00      27/3639        Dodge::Sprite::Sprite(Dodge::Sprite const&) [138]
                0.00    0.00      26/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00      26/3615        Item::Item(Item const&) [466]
-----------------------------------------------
                0.00    0.00     101/1257        Dodge::EntityAnimations::stepAnimation() <cycle 3> [131]
                0.00    0.00     174/1257        Dodge::Entity::translate(float, float) [11]
                0.00    0.00     350/1257        Player::checkForCollisions() <cycle 3> [15]
                0.00    0.00     632/1257        Dodge::EntityAnimations::update() [41]
[200]    0.0    0.00    0.00    1257         Collectable::onEvent(Dodge::EEvent const*) [200]
                0.00    0.00    1254/86193       Dodge::EntityAnimations::onEvent(Dodge::EEvent const*) [91]
                0.00    0.00      11/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00       5/326         Item::setPendingDeletion() [231]
                0.00    0.00    1255/86249       Dodge::Sprite::onEvent(Dodge::EEvent const*) [416]
                0.00    0.00       5/98          Dodge::EntityAnimations::stopAnimation() [545]
                0.00    0.00       5/5086        Dodge::Animation::play(bool) [451]
                0.00    0.00       5/30312       Dodge::EntityAnimations::playAnimation(long, bool) [424]
                0.00    0.00       5/87544       Dodge::EEvent::operator new(unsigned int) [413]
-----------------------------------------------
                0.00    0.00      30/3662        boost::detail::shared_count::~shared_count() <cycle 1> [108]
                0.00    0.00    3632/3662        Dodge::Entity::~Entity() <cycle 1> [175]
[201]    0.0    0.00    0.00    3662         Dodge::Polygon::~Polygon() [201]
                0.00    0.00    3657/3657        Dodge::Polygon::~Polygon() [202]
-----------------------------------------------
                0.00    0.00    3657/3657        Dodge::Polygon::~Polygon() [201]
[202]    0.0    0.00    0.00    3657         Dodge::Polygon::~Polygon() [202]
                0.00    0.00   14630/1535330     boost::detail::sp_counted_impl_p<Dodge::Vec2f>::~sp_counted_impl_p() [125]
                0.00    0.00   14592/1537432     boost::detail::sp_counted_impl_p<Dodge::Vec2f>::dispose() [113]
                0.00    0.00   14578/1540923     boost::detail::sp_counted_base::destroy() [397]
-----------------------------------------------
                0.00    0.00       1/1971        Soil::Soil(Dodge::XmlNode) [247]
                0.00    0.00    1970/1971        Soil::Soil(Soil const&) [134]
[203]    0.0    0.00    0.00    1971         Soil::init() [203]
                0.00    0.00    1970/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00    2231/99649       MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, Soil*, void (Soil::*)(Dodge::EEvent*)>::~MemFunHandler() [410]
                0.00    0.00    2212/95479       MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, Soil*, void (Soil::*)(Dodge::EEvent*)>::clone() const [411]
                0.00    0.00       1/1493649     Soil::update() [398]
-----------------------------------------------
                0.00    0.00       1/46          Exit::Exit(Dodge::XmlNode) [245]
                0.00    0.00       1/46          Mine::Mine(Dodge::XmlNode) [249]
                0.00    0.00       1/46          NumericTile::NumericTile(Dodge::XmlNode) [248]
                0.00    0.00       1/46          Player::Player(Dodge::XmlNode) [235]
                0.00    0.00       1/46          Soil::Soil(Dodge::XmlNode) [247]
                0.00    0.00       1/46          Throwable::Throwable(Dodge::XmlNode) [250]
                0.00    0.00       1/46          Zombie::Zombie(Dodge::XmlNode) [238]
                0.00    0.00       2/46          Clouds::Clouds(Dodge::XmlNode) [237]
                0.00    0.00       2/46          Collectable::Collectable(Dodge::XmlNode) [236]
                0.00    0.00       5/46          Menu::Menu(Dodge::XmlNode) [53]
                0.00    0.00       6/46          Dodge::UiButton::UiButton(Dodge::XmlNode) [163]
                0.00    0.00      10/46          CSprite::CSprite(Dodge::XmlNode) [208]
                0.00    0.00      14/46          Dodge::UiButton::UiButton(Dodge::XmlNode) [150]
[204]    0.0    0.00    0.00      46         Dodge::Sprite::Sprite(Dodge::XmlNode) [204]
                0.00    0.00      46/46          Dodge::EntityAnimations::EntityAnimations(Dodge::Entity*, Dodge::XmlNode) [205]
                0.00    0.00      46/46          Dodge::EntityTransformations::EntityTransformations(Dodge::Entity*, Dodge::XmlNode) [278]
                0.00    0.00      92/246         Dodge::XmlNode::nthChild(unsigned int) const [523]
-----------------------------------------------
                0.00    0.00      46/46          Dodge::Sprite::Sprite(Dodge::XmlNode) [204]
[205]    0.0    0.00    0.00      46         Dodge::EntityAnimations::EntityAnimations(Dodge::Entity*, Dodge::XmlNode) [205]
                0.00    0.00      46/23326       Dodge::Quad::operator=(Dodge::Quad const&) [86]
                0.00    0.00      46/7383        Dodge::Range::Range() [144]
                0.00    0.00      46/49          Dodge::Range::Range(Dodge::XmlNode) [232]
                0.00    0.00     135/135         Dodge::Animation::Animation(Dodge::XmlNode) [234]
                0.00    0.00     136/3055522     Dodge::EntityAnimations::draw() const [8]
                0.00    0.00      46/358838      Dodge::Polygon::~Polygon() [51]
                0.00    0.00      46/86193       Dodge::EntityAnimations::onEvent(Dodge::EEvent const*) [91]
                0.00    0.00      47/484         Dodge::Vec2f::Vec2f(Dodge::XmlNode) [501]
                0.00    0.00      46/195         Dodge::XmlAttribute::getLong() const [530]
                0.00    0.00      46/184         Dodge::AssetManager::getAssetPointer(long) const [533]
-----------------------------------------------
                0.00    0.00       4/34          CreditsMenu::init() [213]
                0.00    0.00      12/34          GameOptionsMenu::init() [195]
                0.00    0.00      18/34          Dodge::Entity::Entity(Dodge::XmlNode) [185]
[206]    0.0    0.00    0.00      34         Dodge::Entity::setParent(Dodge::Entity*) [206]
                0.00    0.00      34/27130       Dodge::Entity::dbg_print(std::ostream&, int) const [52]
                0.00    0.00      34/105993      Dodge::Quad::Quad(Dodge::Quad const&) [42]
                0.00    0.00      34/358838      Dodge::Polygon::~Polygon() [51]
                0.00    0.00      68/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00      34/611         Dodge::Entity::recomputeBoundary() [211]
                0.00    0.00     136/1786931     boost::detail::shared_count::~shared_count() <cycle 1> [108]
                0.00    0.00      12/86193       Dodge::EntityAnimations::onEvent(Dodge::EEvent const*) [91]
                0.00    0.00      48/80          Dodge::TextEntity::onEvent(Dodge::EEvent const*) [272]
                0.00    0.00      68/1105587     Dodge::Entity::getTranslation_abs() const [84]
                0.00    0.00     136/54720       boost::enable_shared_from_this<Dodge::Entity>::shared_from_this() [421]
                0.00    0.00     102/87544       Dodge::EEvent::operator new(unsigned int) [413]
                0.00    0.00      42/86          MenuItem::onEvent(Dodge::EEvent const*) [555]
                0.00    0.00      12/86249       Dodge::Sprite::onEvent(Dodge::EEvent const*) [416]
                0.00    0.00       6/1949        CSprite::onEvent(Dodge::EEvent const*) [478]
                0.00    0.00       1/435         Dodge::Entity::addChild(boost::shared_ptr<Dodge::Entity>) [504]
-----------------------------------------------
                0.00    0.00     119/119         GameLogic::start() [2]
[207]    0.0    0.00    0.00     119         PauseMenu::update() [207]
                0.00    0.00     120/390         Menu::update() [186]
                0.00    0.00     120/3026334     Dodge::Sprite::update() [9]
                0.00    0.00     120/3028532     Dodge::EntityAnimations::update() [41]
                0.00    0.00       1/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00     120/195058      CSprite::update() [404]
                0.00    0.00     120/22299       Dodge::EntityTransformations::numActiveTransformations() const [428]
-----------------------------------------------
                0.00    0.00      10/10          Application::constructAsset(Dodge::XmlNode) [22]
[208]    0.0    0.00    0.00      10         CSprite::CSprite(Dodge::XmlNode) [208]
                0.00    0.00      10/49          Dodge::Entity::Entity(Dodge::XmlNode) [185]
                0.00    0.00      10/46          Dodge::Sprite::Sprite(Dodge::XmlNode) [204]
                0.00    0.00      10/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00      10/42          Item::Item(Dodge::XmlNode) [567]
                0.00    0.00      10/246         Dodge::XmlNode::nthChild(unsigned int) const [523]
-----------------------------------------------
                0.00    0.00     120/120         GameLogic::draw() const [5]
[209]    0.0    0.00    0.00     120         PauseMenu::draw() const [209]
                0.00    0.00     120/390         Menu::draw() const [188]
-----------------------------------------------
                0.00    0.00      49/49          Dodge::Entity::Entity(Dodge::XmlNode) [185]
[210]    0.0    0.00    0.00      49         Dodge::Entity::scale(float, float) [210]
                0.00    0.00      49/105993      Dodge::Quad::Quad(Dodge::Quad const&) [42]
                0.00    0.00      31/3657        Dodge::Polygon::clone() const [155]
                0.00    0.00      49/358838      Dodge::Polygon::~Polygon() [51]
                0.00    0.00      49/611         Dodge::Entity::recomputeBoundary() [211]
                0.00    0.00      49/1786931     boost::detail::shared_count::~shared_count() <cycle 1> [108]
                0.00    0.00      31/31          Dodge::Polygon::scale(Dodge::Vec2f const&) [577]
                0.00    0.00      31/31          boost::detail::sp_counted_impl_p<Dodge::Shape>::~sp_counted_impl_p() [579]
                0.00    0.00      30/1540923     boost::detail::sp_counted_base::destroy() [397]
-----------------------------------------------
                0.00    0.00      21/611         Dodge::Entity::assignData(Dodge::XmlNode) [183]
                0.00    0.00      34/611         Dodge::Entity::setParent(Dodge::Entity*) [206]
                0.00    0.00      49/611         Dodge::Entity::scale(float, float) [210]
                0.00    0.00      49/611         Dodge::Entity::Entity(Dodge::XmlNode) [185]
                0.00    0.00     458/611         Dodge::Entity::rotate(float, Dodge::Vec2f const&) [162]
[211]    0.0    0.00    0.00     611         Dodge::Entity::recomputeBoundary() [211]
                0.00    0.00     610/610         Dodge::Range::setSize(float, float) [219]
                0.00    0.00     611/1105587     Dodge::Entity::getTranslation_abs() const [84]
                0.00    0.00     151/6040643     Dodge::Polygon::getMinimum() const [28]
                0.00    0.00     151/6042947     Dodge::Polygon::getMaximum() const [76]
                0.00    0.00     611/27303       Dodge::Range::setPosition(float, float) [426]
-----------------------------------------------
                                  27             boost::detail::shared_count::~shared_count() <cycle 1> [108]
                0.00    0.00       1/1786931     std::_Rb_tree<long, std::pair<long const, boost::shared_ptr<Dodge::Asset> >, std::_Select1st<std::pair<long const, boost::shared_ptr<Dodge::Asset> > >, std::less<long>, std::allocator<std::pair<long const, boost::shared_ptr<Dodge::Asset> > > >::_M_erase(std::_Rb_tree_node<std::pair<long const, boost::shared_ptr<Dodge::Asset> > >*) [308]
[212]    0.0    0.00    0.00      28         CSprite::~CSprite() <cycle 1> [212]
                0.00    0.00      28/3637        Dodge::EntityAnimations::~EntityAnimations() [105]
                0.00    0.00      28/3646        std::_Rb_tree<long, std::pair<long const, boost::shared_ptr<Dodge::Transformation> >, std::_Select1st<std::pair<long const, boost::shared_ptr<Dodge::Transformation> > >, std::less<long>, std::allocator<std::pair<long const, boost::shared_ptr<Dodge::Transformation> > > >::_M_erase(std::_Rb_tree_node<std::pair<long const, boost::shared_ptr<Dodge::Transformation> > >*) [462]
                0.00    0.00      28/3648        Item::~Item() [461]
                0.00    0.00       6/15          boost::detail::sp_counted_impl_p<Dodge::Texture>::~sp_counted_impl_p() [620]
                0.00    0.00       6/1540923     boost::detail::sp_counted_base::destroy() [397]
                                  28             Dodge::Entity::~Entity() <cycle 1> [175]
-----------------------------------------------
                0.00    0.00       1/1           CreditsMenu::CreditsMenu(Dodge::XmlNode) [97]
[213]    0.0    0.00    0.00       1         CreditsMenu::init() [213]
                0.00    0.00       4/26740       Dodge::Entity::translate(float, float) [11]
                0.00    0.00       4/34          Dodge::Entity::setParent(Dodge::Entity*) [206]
                0.00    0.00       4/16          Dodge::TextEntity::TextEntity(long, boost::shared_ptr<Dodge::Font>, std::string const&, Dodge::Vec2f const&) [246]
                0.00    0.00       4/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00       4/16          Dodge::TextEntity::setZ(int) [312]
                0.00    0.00       4/435         Dodge::Entity::addChild(boost::shared_ptr<Dodge::Entity>) [504]
                0.00    0.00       4/25          Dodge::TextEntity::setFillColour(Dodge::Colour const&) [589]
                0.00    0.00       3/3           void std::vector<boost::shared_ptr<Dodge::TextEntity>, std::allocator<boost::shared_ptr<Dodge::TextEntity> > >::_M_insert_aux<boost::shared_ptr<Dodge::TextEntity> const&>(__gnu_cxx::__normal_iterator<boost::shared_ptr<Dodge::TextEntity>*, std::vector<boost::shared_ptr<Dodge::TextEntity>, std::allocator<boost::shared_ptr<Dodge::TextEntity> > > >, boost::shared_ptr<Dodge::TextEntity> const&) [709]
                0.00    0.00       1/1           CreditsMenu::getVersionNumber() const [839]
-----------------------------------------------
                0.00    0.00      21/21          CSprite::clone() const [215]
[214]    0.0    0.00    0.00      21         CSprite::CSprite(CSprite const&) [214]
                0.00    0.00      21/3629        Dodge::Entity::Entity(Dodge::Entity const&) [130]
                0.00    0.00      21/3639        Dodge::Sprite::Sprite(Dodge::Sprite const&) [138]
                0.00    0.00      21/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00      21/3615        Item::Item(Item const&) [466]
-----------------------------------------------
                0.00    0.00      21/21          covariant return thunk to CSprite::clone() const [216]
[215]    0.0    0.00    0.00      21         CSprite::clone() const [215]
                0.00    0.00      21/21          CSprite::CSprite(CSprite const&) [214]
-----------------------------------------------
                0.00    0.00      21/21          Application::constructAsset(Dodge::XmlNode) [22]
[216]    0.0    0.00    0.00      21         covariant return thunk to CSprite::clone() const [216]
                0.00    0.00      21/21          CSprite::clone() const [215]
-----------------------------------------------
